Artist ID,Name,Nationality,Gender,Birth Year,Death Year
3985,Kenneth Hayes Miller,American,Male,1876,1952
3986,Melissa Miller,American,Female,1951,-1
3987,Nachume Miller,Israeli,Male,1949,1998
3988,P. A. Miller,American,Unknown,1936,-1
3989,"William H. Miller, Jr.",American,Male,1936,-1
3990,Peter Caldwell Millett,American,Male,1949,-1
3991,Edward Millman,American,Male,1907,1964
3992,John Mills,American,Male,1842,1916
3993,Lev Mills,American,Male,1940,-1
3994,David Brown Milne,Canadian,Male,1882,1953
3995,Keith Milow,British,Male,1945,-1
3996,Zwi Milshtein,Israeli,Male,1934,-1
3997,Peter Milton,American,Male,1930,-1
3998,Marcello Minale,Italian,Male,1938,2000
3999,Keiko Minami,Japanese,Female,1911,2004
4000,André Minaux,French,Male,1923,-1
4001,Stephen Mindel,American,Male,1938,-1
4002,Vera Bocayuva Mindlin,Brazilian,Female,1936,-1
4005,Roger Minick,American,Male,1944,-1
4006,Thomas Minkler,Nationality unknown,Male,1933,1994
4007,George Minne,Belgian,Male,1867,1941
4008,Marilyn Minter,American,Female,1948,-1
4010,Marta Minujín,Argentine,Male,1943,-1
4011,Luciano Miori,Italian,Male,1922,2006
4012,Jean Miotte,French,Male,1926,-1
4013,Victor Mira,Spanish,Male,1949,-1
4014,Antoni Miralda,Spanish,Male,1942,-1
4015,Mirko,Italian,Unknown,1936,-1
4016,Joan Miró,Spanish,Male,1893,1983
4020,Rodolfo (Rodolfo Mishaan Pinto) Mishaan,Guatemalan,Male,1924,-1
4021,Léonard Misonne,Belgian,Male,1870,1943
4022,Richard Misrach,American,Male,1949,-1
4023,Mary Miss,American,Female,1944,-1
4024,Misztrik De Monda,Russian,Male,1936,-1
4025,Julio Mitchel,Cuban,Male,1942,-1
4026,Joan Mitchell,American,Female,1925,1992
4027,Allan Mitelman,Australian,Male,1936,-1
4028,Dmitrii Mitrokhin,Russian,Male,1883,1973
4029,Mitsubishi Electric Corp.,Japanese,Unknown,1921,-1
4030,Petr Miturich,Russian,Male,1936,-1
4032,Akira Miyoshi,Japanese,Male,1919,-1
4033,Jan Młodożeniec,Polish,Male,1929,2000
4034,Jerry Moberg,American,Male,1936,-1
4035,Evsa Model,American,Male,1900,1976
4036,Lisette Model,American,Female,1901,1983
4037,Paula Modersohn-Becker,German,Female,1876,1907
4038,Amedeo Modigliani,Italian,Male,1884,1920
4039,Tina Modotti,Italian,Female,1896,1942
4040,Alfred Keane Moe,American,Male,1936,-1
4041,Siegfried Moeller,German,Male,1936,-1
4042,Rudolf Moethe,German,Male,1936,-1
4043,Curtis Moffat,British,Male,1887,1949
4044,Paul Mogensen,American,Male,1941,-1
4045,Bill Moggridge,British,Male,1943,2012
4046,Jean Mohler,French,Male,1936,-1
4048,László Moholy-Nagy,American,Male,1895,1946
4049,Benjamín Molina,Mexican,Male,1914,-1
4050,Guido Molinari,Canadian,Male,1933,2004
4051,Moline,Nationality unknown,Unknown,1936,-1
4052,Eduardo Moll,Peruvian,Male,1929,-1
4054,Johannes Molzahn,German,Male,1892,1965
4055,Sahlan Momo,Italian,Male,1944,-1
4056,Ana Maria Moncalvo,Argentine,Female,1936,-1
4057,Piet Mondrian,Dutch,Male,1872,1944
4058,Claude Monet,French,Male,1840,1926
4060,Jay Monroe,American,Male,1926,-1
4061,Gustavo Monroy,Mexican,Male,1959,-1
4062,Rubén Ortiz-Torres,Mexican,Male,1964,-1
4063,Roberto Montenegro,Mexican,Male,1885,1968
4064,Jan Montyn,Dutch,Male,1924,-1
4066,Robert Moon,American,Male,1941,-1
4067,John D. Mooney,American,Male,1941,-1
4068,Claire (Claire Mahl) Moore,American,Female,1917,1988
4069,David Moore,American,Male,1918,-1
4070,Frank Moore,American,Male,1953,2002
4071,Henry Moore,British,Male,1898,1986
4072,Margaret Ann Moorman,American,Female,1948,-1
4073,Max Oppenheimer (MOPP),American,Male,1885,1954
4074,"Francisco (""Pancho"") Mora",Mexican,Male,1922,2002
4075,Otto Morach,Swiss,Male,1887,1973
4077,Jesus Morales,Mexican,Male,1936,-1
4078,Armando Morales Sequeira,Nicaraguan,Male,1927,2011
4079,Giorgio Morandi,Italian,Male,1890,1964
4080,Ibi Trier Mørch,Danish,Male,1910,1980
4082,Luc-Albert Moreau,French,Male,1882,1948
4083,François Morellet,French,Male,1926,2016
4084,Alberico Morena,Italian,Male,1936,-1
4085,Mattia Moreni,Italian,Female,1920,-1
4086,Rafael Moreno,Cuban,Male,1887,1955
4087,Gabriel Morera,Venezuelan,Male,1933,-1
4088,Carlo Moretti,Italian,Male,1934,-1
4089,Barbara Morgan,American,Female,1900,1992
4090,Maud Morgan,American,Female,1903,1999
4091,Norma G. Morgan,American,Female,1928,-1
4092,Yoshitoshi Mori,Japanese,Male,1897,1992
4093,Morillon,French,Unknown,1936,-1
4094,Shigeyoshi Morioka,Japanese,Male,1941,-1
4095,Berthe Morisot,French,Female,1841,1895
4096,Morita Yasuji,Japanese,Male,1912,1960
4097,Andreas Moritz,German,Male,1901,1983
4098,Masamitsu Moriwaki,Japanese,Male,1924,-1
4099,Daido Moriyama,Japanese,Male,1938,-1
4100,Malcolm Morley,American,Male,1931,-1
4102,George Morris,British,Male,1936,-1
4103,Carl Morris,American,Male,1911,-1
4104,G. R. Morris,British,Unknown,1936,-1
4105,George L. K. Morris,American,Male,1905,1975
4106,Hilda Morris,American,Female,1911,1991
4107,Michael Morris,Canadian,Male,1936,-1
4108,Robert Morris,American,Male,1931,-1
4109,Wright Morris,American,Male,1910,1998
4110,Andrew Morrison,American,Male,1939,-1
4111,Jonathan Morse,American,Male,1948,-1
4113,Richard Mortensen,Danish,Male,1910,1993
4114,Ree Morton,American,Female,1936,1977
4115,Don Mortrude,American,Male,1936,-1
4116,Mike Mosco,American,Male,1921,-1
4117,Victor Moscoso,American,Male,1936,-1
4118,Jill Moser,American,Female,1956,-1
4119,Koloman Moser,Austrian,Male,1868,1918
4121,Ed Moses,American,Male,1926,-1
4122,Robert Moskowitz,American,Male,1935,-1
4123,Charles William Moss,American,Male,1923,-1
4124,Marlow Moss,British,Female,1890,1958
4125,Olivier Mosset,Swiss,Male,1944,-1
4126,Robert Motherwell,American,Male,1915,1991
4127,Sadamasa Motonaga,Japanese,Male,1922,2011
4128,Robert Mottar,American,Male,1936,-1
4129,Deborah de Moulpied,American,Female,1933,-1
4130,Edward Moulthrop,American,Male,1916,-1
4131,Olivier Mourgue,French,Male,1939,-1
4133,Stanley Mouse,American,Male,1940,-1
4134,Seong Moy,American,Male,1921,2013
4135,Marcello Muccini,Italian,Male,1926,1978
4136,Alphonse Mucha,Czech,Male,1860,1939
4137,Georg Muche,German,Male,1895,1987
4138,James Mudd,British,Male,1821,1906
4139,Grant Mudford,Australian,Male,1944,-1
4140,Otto Mueller,German,Male,1874,1930
4141,Robert Emmett Müller,American,Male,1936,-1
4142,John Muench,American,Male,1914,1993
4143,Shuji Mukai,Japanese,Male,1939,-1
4144,Thomas Mukarobgwa,Zimbabwean,Male,1924,1999
4145,Mark W. Mulhern,American,Male,1951,-1
4146,Michael Mullen,American,Male,1937,-1
4147,C. O. Muller,German,Unknown,1893,-1
4148,Fridolin Müller,Swiss,Male,1926,-1
4149,Grégoire Müller,Swiss,Male,1947,-1
4150,Jan Müller,American,Male,1922,1958
4151,Josef Felix Muller,Nationality unknown,Male,1936,-1
4153,Robert Müller,Swiss,Male,1920,2003
4154,Josef Müller-Brockmann,Swiss,Male,1914,1996
4155,Hans Müller-Dachau,German,Male,1877,1925
4156,Peter Müller-Munk,American,Male,1904,1967
4157,Shizuko Muller-Yoshikawa,Swiss,Female,1934,-1
4158,Gerd Alfred Müller,German,Male,1932,-1
4159,Lee Mullican,American,Male,1919,1998
4160,Matt Mullican,American,Male,1951,-1
4161,Ferdinand Mulnier,French,Male,1936,-1
4162,Shiko Munakata,Japanese,Male,1903,1975
4163,Bruno Munari,Italian,Male,1907,1998
4164,Edvard Munch,Norwegian,Male,1863,1944
4165,Janis Muncis,Russian,Male,1886,1955
4166,Robert Munford,American,Male,1925,1991
4167,Martin Munkácsi,American,Male,1896,1963
4168,Joe Munroe,American,Male,1936,-1
4169,Richard Munsell,American,Male,1909,-1
4170,Maina-Miriam Munsky,German,Female,1943,1999
4171,Donald Munson,American,Male,1945,-1
4172,Gabriele Münter,German,Female,1877,1962
4173,Murai Masanari,Japanese,Male,1936,-1
4174,Reiko Tanabe,Japanese,Female,1934,-1
4177,Nickolas Muray,American,Male,1892,1965
4178,Walter Tandy Murch,American,Male,1907,1967
4179,Zühtü Müritoğlu,Turkish,Male,1906,1992
4180,Catherine Murphy,American,Female,1946,-1
4181,Gerald Murphy,American,Male,1888,1964
4182,John J. A. Murphy,American,Male,1888,1967
4183,Michaela Allan Murphy,American,Male,1952,-1
4184,Colin Murray,British,Male,1936,-1
4185,Elizabeth Murray,American,Female,1940,2007
4186,Robert Murray,Nationality unknown,Male,1936,-1
4187,Edo Murtic,Yugoslav,Male,1921,2005
4188,Isaac Lane Muse,American,Male,1906,1996
4189,Antonio Zoran Music,Italian,Male,1909,2005
4190,Peter Mussfeldt,Ecuadorian,Male,1938,-1
4191,Toby Mussman,American,Male,1940,-1
4192,Eadweard J. Muybridge,American,Male,1830,1904
4193,Carl Mydans,American,Male,1907,-1
4194,Jerome Myers,Nationality unknown,Male,1867,1940
4195,Donia Nachshen,British,Female,1936,-1
4196,Nadar (Gaspard-Félix Tournachon),French,Male,1820,1910
4197,Elie Nadelman,American,Male,1882,1946
4198,Kazumasa Nagai,Japanese,Male,1929,-1
4199,Juichi Nagano,Japanese,Male,1936,-1
4200,Naganuma Koichi,Japanese,Male,1936,-1
4202,Takeo Nagasawa,Japanese,Male,1936,-1
4203,John Nagel,American,Male,1942,-1
4204,Reinhold Nägele,German,Male,1884,1972
4205,Fred Nagler,Nationality unknown,Unknown,1891,1983
4206,Nagwaraba,Australian,Male,1936,-1
4208,Masatoshi Naitoh,Japanese,Male,1938,-1
4209,Naoto Nakagawa,Japanese,Male,1944,-1
4212,Makoto Nakamura,Japanese,Male,1926,-1
4213,Yoshinobu Nakamura,Japanese,Male,1936,-1
4216,Iwata Nakayama,Japanese,Male,1895,1949
4217,Hitoshi Nakazato,Japanese,Male,1936,2010
4218,Reuben Nakian,American,Male,1897,1986
4219,Ronald Nameth,American,Male,1936,-1
4221,Mauricio Nannucci,Italian,Male,1939,-1
4223,Harry Napper,British,Male,1860,1930
4225,James Nares,British,Male,1953,-1
4226,Willard Nash,Nationality unknown,Unknown,1898,1942
4227,John Northcote Nash,British,Male,1893,1977
4228,Paul Nash,British,Male,1889,1946
4229,Thomas W. Nason,Nationality unknown,Male,1889,1971
4230,Ben Nason,American,Male,1915,-1
4231,Carlo Nason,Italian,Male,1935,-1
4232,Giuseppe Nason,Italian,Male,1936,-1
4233,Umberto Nason,Italian,Male,1889,1964
4234,Ugo Nason,Italian,Male,1936,-1
4236,Jacques Nathan-Garamond,French,Male,1910,2001
4238,Robert Natkin,American,Male,1930,2010
4239,Ulrike Nattermuller,German,Male,1955,-1
4240,Gertrud Natzler,American,Female,1908,1971
4241,Otto Natzler,American,Male,1908,2007
4242,Heinrich Nauen,German,Male,1880,1941
4243,Bruce Nauman,American,Male,1941,-1
4245,Ernst Wilhelm Nay,German,Male,1902,1968
4246,Genevieve Naylor,American,Female,1914,1989
4247,Joseph Ndandarika,Zimbabwean,Male,1944,1991
4248,Reginald Neal,American,Male,1909,-1
4249,Otto Nebel,German,Male,1892,1973
4250,"NEC Design, Ltd.",Japanese,Unknown,1971,-1
4251,Joseph Nechvatal,American,Male,1953,-1
4252,Nedo Mion Ferrario,Venezuelan,Male,1926,2001
4253,Alice Neel,American,Female,1900,1984
4254,Charles Nègre,French,Male,1820,1880
4255,Édgar Negret,Colombian,Male,1920,2012
4256,Ernst Neizvestny,Russian,Male,1925,2016
4257,George Nelson,American,Male,1908,1986
4258,Joan Nelson,American,Female,1958,-1
4259,Robert A. Nelson,American,Male,1925,-1
4260,Gerda Mikhailova Nemenova,Russian,Female,1936,-1
4261,Vladimir Nikolaevich Nemukhin,Russian,Male,1925,-1
4262,Virginia Nepodal,American,Female,1914,2009
4265,Lowell Nesbitt,American,Male,1933,1993
4266,Rolf Nesch,Norwegian,Male,1893,1975
4267,Greta Von Nessen,American,Female,1898,1978
4268,Walter Von Nessen,American,Male,1889,1943
4269,Steven E. Nestler,American,Male,1946,-1
4270,Bea Nettles,American,Female,1946,-1
4271,Netzler,Swedish,Unknown,1936,-1
4272,Robert S. Neuman,American,Male,1926,2015
4273,Neumann,Nationality unknown,Unknown,1936,-1
4275,Hannes Neuner,German,Male,1936,-1
4276,Joshua Neustein,American,Male,1940,-1
4277,Richard Neutra,American,Male,1892,1970
4278,Louise Nevelson,American,Female,1899,1988
4279,Christopher Richard Wynne Nevinson,British,Male,1889,1946
4281,Albert Newall,British,Male,1920,1989
4282,Newcombe,Nationality unknown,Unknown,1936,-1
4283,Beaumont Newhall,American,Male,1908,1993
4284,Arnold Newman,American,Male,1918,2006
4285,Barnett Newman,American,Male,1905,1970
4286,John Newman,American,Male,1952,-1
4287,Billie Newmarch,American,Unknown,1936,-1
4288,Algernon Newton,British,Male,1880,1968
4289,Gordon Newton,American,Male,1948,-1
4290,Don Nice,American,Male,1932,-1
4291,Herbert B. Nichols,American,Male,1907,1994
4292,Jim Nichols,Nationality unknown,Male,1936,-1
4293,Ben Nicholson,British,Male,1894,1982
4294,William Newzam Prior Nicholson,British,Male,1872,1949
4295,Robert Lovis Nicoidski,Swiss,Male,1931,2001
4298,Nic Nicosia,American,Male,1951,-1
4300,Roberto Niederer,Swiss,Male,1936,-1
4301,Palle Nielson,Danish,Male,1920,2005
4302,Rodolfo Nieto,Mexican,Male,1936,-1
4303,Frans van Nieuwenborg,Dutch,Male,1941,-1
4304,Minoru Niizuma,Japanese,Male,1930,1998
4307,Key L. Nilson,Swedish,Male,1938,2002
4308,Gladys Nilsson,American,Female,1940,-1
4309,Bruno Ninaber Van Eyben,Dutch,Male,1950,-1
4310,Hermann Nitsch,Austrian,Male,1938,-1
4311,Erik Nitsche,Swiss,Male,1908,1998
4312,Oscar Nitzchke,American,Male,1900,1991
4313,Niviaksiak,Canadian,Male,1908,1959
4314,Constantino Nivola,American,Male,1911,1988
4315,Nicholas Nixon,American,Male,1947,-1
4316,Marcello Nizzoli,Italian,Male,1887,1969
4317,Anthony Nobile,American,Male,1938,-1
4318,Tetsuya Noda,Japanese,Male,1940,-1
4319,Francis Noel,Nationality unknown,Male,1937,-1
4320,Georges Noël,French,Male,1924,2010
4321,Werner Nöfer,German,Male,1936,-1
4323,Anne Noggle,American,Female,1922,2005
4324,Isamu Noguchi,American,Male,1904,1988
4325,Sidney Nolan,Australian,Male,1917,1992
4326,Kenneth Noland,American,Male,1924,2010
4327,Emil Nolde,German,Male,1867,1956
4330,Richard Nonas,American,Male,1936,-1
4331,John Noneman,American,Male,1938,-1
4332,Wim Noordhoek,Nationality unknown,Unknown,1936,-1
4333,Barbara Norfleet,American,Female,1926,-1
4334,Dorothy Norman,American,Female,1905,1997
4335,John Warner Norton,American,Male,1876,1934
4336,William McFarlane Notman,Canadian,Male,1826,1891
4337,Noury,Czech,Unknown,1936,-1
4338,Lorie Novak,American,Female,1954,-1
4340,Gastone Novelli,Italian,Male,1925,1968
4341,David Novros,American,Male,1941,-1
4342,Ira Nowinski,American,Male,1942,-1
4344,Thomas Nozkowski,American,Male,1944,-1
4345,Sam Joseph Ntiro,Tanzanian,Male,1923,1993
4346,Yki Nummi,Finnish,Male,1925,1984
4347,Guillermo Nuñez,Chilean,Male,1930,-1
4348,Jim Nutt,American,Male,1938,-1
4349,Wallace Nutting,American,Male,1861,1941
4350,Futzie Nutzle,American,Female,1942,-1
4352,Gunnel Nyman,Finnish,Male,1909,1948
4353,Thom O'Connor,American,Male,1937,-1
4354,Roderic O'Conor,Irish,Male,1860,1940
4355,Hugh O'Donnell,British,Male,1950,-1
4356,Juan O'Gorman,Mexican,Male,1905,1982
4357,Frederick O'Hara,American,Male,1904,-1
4358,Pablo O'Higgins,American,Male,1904,1983
4359,Ida O'Keeffe,American,Female,1889,1961
4360,Georgia O'Keeffe,American,Female,1887,1986
4361,Jon T. O'Neal,American,Male,1957,-1
4362,John O'Reilly,American,Male,1930,-1
4363,Timothy O'Sullivan,American,Male,1840,1882
4364,Shuichi Obata,Japanese,Male,1932,-1
4365,Robert Oberheim,German,Male,1938,-1
4366,Jean Oberlé,French,Male,1900,1961
4367,Obikawa Seijiro,Unknown,Unknown,1936,-1
4368,Philomé Obin,Haitian,Male,1892,1986
4370,Isidoro Ocampo,Mexican,Male,1910,1983
4371,Miguel Ocampo,Argentine,Male,1922,-1
4372,Tetsuo Ochikubo,American,Male,1923,1975
4373,Starr Ockenga,American,Female,1938,-1
4374,Will Hiroshi Oda,American,Male,1943,-1
4375,Albert Oehlen,German,Male,1954,-1
4376,Richard Oelze,German,Male,1900,1981
4377,Donald M. Oenslager,American,Male,1902,1975
4379,Hans Ofner,Austrian,Male,1880,-1
4380,Haruzo Ohashi,Japanese,Male,1936,-1
4381,Hiroshi Ohchi,Japanese,Male,1908,1974
4382,Hajime Ohigashi,Japanese,Female,1936,-1
4383,Ohmae Hiroshi,Japanese,Female,1936,-1
4384,George Ohr,American,Male,1857,1918
4385,Shinro Ohtake,Japanese,Male,1955,-1
4386,Koyo Okada,Japanese,Male,1895,1972
4387,Rikuro Okamoto,Japanese,Male,1943,-1
4388,Shigeo Okamoto,Japanese,Male,1934,-1
4389,Yoichi R. Okamoto,American,Male,1915,1985
4390,Okamura Kichiemon,Japanese,Male,1916,-1
4392,Tetsu Okuhara,American,Male,1942,-1
4393,Rafal Olbinski,Polish,Male,1945,-1
4394,Joseph Maria Olbrich,Austrian,Male,1867,1908
4395,Alexander Olbricht,German,Male,1876,1942
4396,Serge Oldenbourg,French,Male,1927,2000
4397,Claes Oldenburg,American,Male,1929,-1
4398,Elizabeth Olds,American,Female,1897,1991
4399,Jules Olitski,American,Male,1922,2007
4400,Nathan Oliveira,American,Male,1928,2010
4401,Amado Mauprivez Oliver,Spanish,Male,1896,1996
4402,Arthur Ollman,American,Male,1947,-1
4403,Barbara Olmsted,American,Female,1915,2013
4404,Axel Olson,Swedish,Male,1936,-1
4405,Eric H. Olson,Swedish,Male,1909,1986
4406,Lennart Olson,Swedish,Male,1925,-1
4407,Koshiro Onchi,Japanese,Male,1891,1955
4408,Toni Onley,Canadian,Male,1936,-1
4409,Ono Takahiro,Japanese,Male,1925,-1
4410,Yoko Ono,American,Female,1933,-1
4411,Gordon Onslow-Ford,British,Male,1912,2003
4413,Roman Opalka,Polish,Male,1931,2011
4414,Rodolfo Opazo,Chilean,Male,1935,-1
4415,Dennis Oppenheim,American,Male,1938,2011
4416,Meret Oppenheim,Swiss,Female,1913,1985
4419,John Opper,American,Male,1908,1994
4420,Emmanuel-Joseph-Raphael Orazi,French,Male,1860,1934
4422,Ezra Orion,Israeli,Male,1934,2015
4423,Alex Oris,Nationality unknown,Unknown,1936,-1
4425,Alicia Orlandi,Argentine,Female,1936,-1
4426,Felipe Orlando,Cuban,Male,1911,2001
4427,Emil Orlik,German,Male,1870,1932
4429,Don Ornitz,American,Male,1920,-1
4430,José Clemente Orozco,Mexican,Male,1883,1949
4431,Alfred Everitt Orr,American,Male,1886,-1
4432,Orrby,Swedish,Unknown,1936,-1
4433,Emilio Ortiz,Mexican,Male,1936,-1
4434,George Ortman,American,Male,1926,2015
4435,Erik Ortvad,Danish,Male,1917,2008
4436,Osawa Gakyù,Japanese,Male,1890,1953
4438,Robert Osborn,American,Male,1904,1994
4439,Christine Osinski,American,Female,1948,-1
4440,Roberto Ossaye,Guatemalan,Male,1927,1954
4441,Alfonso Ossorio,American,Male,1916,1990
4442,Anders Osterlin,Swedish,Male,1926,-1
4443,Fayga Ostrower,Brazilian,Female,1920,2001
4444,Arthur Osver,American,Male,1912,2006
4445,Alejandro Otero,Venezuelan,Male,1921,1990
4446,Maria Catalina Otero Lamas,Argentine,Female,1909,-1
4447,Ryszard K. Otreba,Polish,Male,1932,-1
4448,Tom Otterness,American,Male,1952,-1
4449,Otto & Fiere,French,Unknown,1936,-1
4452,Paul Outerbridge,American,Male,1896,1958
4453,Marion Overby,American,Unknown,1909,-1
4454,Bill Owens,American,Male,1938,-1
4456,Owo,German,Unknown,1936,-1
4457,Tetsoro Oya,Japanese,Male,1936,-1
4458,Amédée Ozenfant,French,Male,1886,1966
4460,Guy Pène du Bois,American,Male,1884,1958
4461,Alice Rahon,French,Female,1904,1987
4462,Wolfgang Paalen,Austrian,Male,1905,1959
4464,Onofrio A. Pacenza,Argentine,Male,1904,1971
4465,Walter Pach,American,Male,1883,1958
4466,Homer Page,American,Male,1918,1985
4467,Patrick D. Pagnano,American,Male,1947,-1
4468,Andrzej Pagowski,Polish,Male,1953,-1
4469,Nam June Paik,American,Male,1932,2006
4470,Timo Tauno Pajunen,American,Male,1945,-1
4471,Luisa Zuloaga de Palacios,Venezuelan,Female,1923,1990
4472,Mimmo Paladino,Italian,Male,1948,-1
4473,Julio Palazuelos,Chilean,Male,1931,2014
4474,Blinky Palermo,German,Male,1943,1977
4475,Marion Palfi,American,Female,1917,1978
4476,Hans Heinrich Palitzsch,German,Male,1912,-1
4477,Tony Palladino,American,Male,1930,-1
4478,Sven Palmqvist,Swedish,Male,1906,1984
4479,Panamarenko,Belgian,Male,1940,-1
4480,Hally Pancer,American,Female,1961,-1
4481,José Pancetti,Brazilian,Male,1904,1958
4482,Jerzy Panek,Polish,Male,1918,-1
4483,Otto Pankok,German,Male,1893,1966
4484,Ivo Pannaggi,Italian,Male,1901,1981
4485,Verner Panton,Danish,Male,1926,1998
4487,Cesare Paolini,Italian,Male,1937,-1
4488,Eduardo Paolozzi,British,Male,1924,2005
4489,Peter Paone,American,Male,1936,-1
4490,Tod Papageorge,American,Male,1940,-1
4491,Antonio Papasso,Italian,Male,1932,-1
4492,Georges Papazoff,Bulgarian,Male,1894,1972
4493,Frederick Papsdorf,American,Male,1887,1978
4494,Diógenes Paredes,Ecuadorian,Male,1910,1968
4495,Jean-Luc Parant,Tunisian,Male,1936,-1
4496,Richard Pare,British,Male,1948,-1
4497,Mimi Parent,Canadian,Female,1924,2005
4498,Harold Paris,American,Male,1925,1979
4499,David Park,American,Male,1911,1960
4500,Ann Parker,American,Female,1934,-1
4501,Brynhild Parker,British,Male,1907,1987
4502,Olivia Parker,American,Female,1941,-1
4503,Raymond Parker,American,Male,1922,1990
4505,Parr,Canadian Inuit,Male,1893,1969
4506,Martin Parr,British,Male,1952,-1
4507,Maxfield Parrish,American,Male,1870,1966
4508,Roger Parry,French,Male,1905,1977
4509,Betty Parsons,American,Female,1900,1982
